Locality,Locality_type,Sternberg_Map_No,Latitude,Longitude,UTM_East,UTM_North,Elevation_MASL,Locality_no,Formation,Elevation_TMP_DEM,Reference_Oldman_contact,Contact_elev_TMP_DEM,Height_Oldman_DPF,Height_PT,Height_LCZ,Strat_unit,Within_DPP,Within_DPP_vicinity,Within_map,Within_bonebed,Identification,Discovered_by,Date_discovered,Staked,Date_staked,Last_date_checked,References
Q043,Q,73,50.7364961328,-111.5080625179,464148,5620646,690.4,UT 26,DPF,689.959289550781,Contact 155,662.1328,27.826489550781,,,DPF3,Y,Y,Y,,Panoplosaurus mirus,L. Sternberg,,Y,,2005-06-30,
Q044,Q,95,50.7522230525,-111.4653931149,467170,5622375,672.3,UT 27,DPF,671.919677734375,Contact 222,665.3928,6.52687773437503,,,DPF1,Y,Y,Y,,Centrosaurus apertus,L. Sternberg,,Y,,2002-05-17,
Q045,Q,64,50.7450286446,-111.4874186551,465611,5621585,699.6,UT 28,DPF,698.963012695312,Contact 223,663.111,16,,,DPF3,Y,Y,Y,,Lambeosaurus lambei,L. Sternberg,,Y,2003-05-18,2003-05-20,
Q046,Q,39,50.764415604,-111.5655228891,460117,5623780,690.3,UT 29,DPF,670.620300292969,Contact 043,653.997253417969,16.623046875,,,DPF4,N,Y,?,,Prosaurolophus maximus,L. Sternberg,,Y,,1968-08-02,
Q047,Q,38,50.7647522929,-111.5665620689,460044,5623818,683.2,UT 30; TMP L0147,DPF,680.802429199219,Contact 043,653.997253417969,26.80517578125,,,DPF3,N,Y,?,,Champsosaurus natator (holotype),L. Sternberg,,Y,,1968-08-02,
Q048,Q,48,50.7403855801,-111.54875094,461280,5621099,661.8,UA 1,DPF,662.275512695312,Contact 139,660.815246582031,1.46026611328102,,,DPF1,Y,Y,Y,,Gorgosaurus libratus,G. F. Sternberg,,Y,,2001-10-22,
Q049,Q,49,50.7364184,-111.5659509055,460063,5620667,702.7,UT 31,DPF,702.324584960938,Contact 139,660.815246582031,41.5093383789069,,,DPF5,Y,Y,Y,,Chasmosaurus belli,L. Sternberg,,Y,,2001-07-10,
Q050,Q,13,50.8242501866,-111.631228614,455540,5630471,672.7,UT 32,DPF,NA,Contact 021,649.226989746094,23.4730102539061,,,DPF3,N,Y,N,,Lambeosaurus lambei,L. Sternberg,,Y,,2001-10-24,
Q051,Q,15,50.8153342648,-111.6302993009,455597,5629479,684.1,UT 33,DPF,NA,Contact 021,649.226989746094,34.873010253906,,,DPF4,Y,Y,Y,,Lambeosaurinae,L. Sternberg,,Y,,1998-08-21,
Q052,Q,103,50.7606152964,-111.4248551257,470035,5623291,664.5,UT 34,DPF,665.252075195312,Contact 127,660.0668,5.1852751953121,,,DPF2,Y,Y,Y,,Euoplocephalus tutus,L. Sternberg,,Y,,1993-08-26,
Q053,Q,102,50.7645022328,-111.4218275305,470251,5623722,685.5,GSC 11,DPF,688.565002441406,Contact 127,660.0668,28.4982024414061,,,DPF4,Y,Y,Y,,Lambeosaurinae,C. H. Sternberg,,Y,,1998-08-23,
Q054,Q,98,50.7716102559,-111.4543818659,467960,5624526,653.2,,DPF,654.521911621094,BB078 (Eberth 1990),654.18,0.341911621094027,,,DPF1,Y,Y,Y,,Hadrosauridae; other surface collected bones at TMP,C. M. Sternberg,,Y,,2001-07-04,
Q055,Q,99,50.7736673992,-111.4526431806,468084,5624754,690.3,UT 35,DPF,690.393432617188,BB078 (Eberth 1990),654.18,36.213432617188,,,DPF5,Y,Y,Y,,Lambeosaurinae,L. Sternberg,,Y,,2003-09-27,
Q056,Q,14,50.8189469324,-111.6357282858,455218,5629884,680.4,UT 36,DPF,NA,Contact 021,649.226989746094,31.173010253906,,,DPF4,Y,Y,Y,,Axestemys,L. Sternberg,,N,,,
Q057,Q,4,50.8242456538,-111.6014416092,457638,5630453,652.4,AM 2,DPF,652.210083007812,Contact 021,649.226989746094,2.98309326171807,,,DPF1,Y,Y,Y,,Centrosaurus apertus,B. Brown,,Y,,2001-07-30,
Q058,Q,3,50.8184164479,-111.5947797836,458102,5629801,667.5,UA 2,DPF,667.626770019531,Contact 017,648.4369,19.189870019531,,,DPF2,Y,Y,Y,,Stegoceras validum,G. F. Sternberg,,Y,,2002-07-20,
Q059,Q,2,50.8292482256,-111.5939234705,458172,5631005,681.6,UA 3,DPF,681.524291992188,Contact 017,648.4369,33.0873919921879,,,DPF4,Y,Y,Y,,Euoplocephalus tutus,G. F. Sternberg,,Y,,2001-07-30,
Q060,Q,40,50.7528343559,-111.5670277594,460001,5622493,692.2,GSC 12,DPF,699.490844726562,Contact 161,663.475341796875,36.015502929687,,,DPF3,N,Y,?,,Lambeosaurinae,C. M. Sternberg,,Y,,1999-08-24,
Q061,Q,16,50.8126417482,-111.6309727759,455547,5629180,678.1,GSC 13,DPF,NA,Contact 021,649.226989746094,28.873010253906,,,DPF3,N,Y,N,BB102,Chirostenotes pergracilis,C. M. Sternberg,,Y,1986-10-17,2003-05-22,
Q062,Q,30,,,,,,GSC 14,DPF,NA,NA,NA,NA,,,DPF2,Y,Y,Y,,Lambeosaurus clavinitialis,C. M. Sternberg,,Y,,Dodson 1968-69,
Q063,Q,31,50.7933338062,-111.6090045064,457077,5627020,670,GSC 15,DPF,NA,Contact 004,644.359802246094,25.640197753906,,,DPF3,N,Y,N,,Chasmosaurus russelli (paratype),H. D. R. Lowe,,Y,,Dodson 1968-69,
Q064,Q,25,50.7979174315,-111.612966273,456802,5627532,652.9,GSC 16,DPF,NA,Contact 003,642.0718,10.8281999999999,,,DPF1,N,Y,N,,Leidyosuchus,C. M. Sternberg,,N,,,
Q065,Q,28,50.7958355466,-111.6052201333,457346,5627296,675.7,GSC 17,DPF,NA,Contact 004,644.359802246094,31.3401977539061,,,DPF4,N,Y,N,,Lambeosaurus lambei,C. M. Sternberg,,Y,,2004-06-21,
Q066,Q,29,50.7925271862,-111.6067522946,457235,5626929,670.3,GSC 18,DPF,NA,Contact 007,645.906616210938,24.393383789062,,,DPF3,N,Y,N,,Leidyosuchus,C. M. Sternberg,,N,,,
Q067,Q,72,50.7358300698,-111.512306606,463848,5620574,692.5,GSC 19,DPF,692.649169921875,Contact 202,671.2587,21.390469921875,,,DPF4,Y,Y,Y,,Corythosaurus casuarius,C. M. Sternberg,,Y,,1998-07-20,
Q068,Q,68,50.7371655348,-111.5133273435,463777,5620723,687,GSC 20,DPF,685.696228027344,Contact 195,669.764,15.932228027344,,,DPF3,Y,Y,Y,,Corythosaurus intermedius,C. M. Sternberg,,Y,,1998-07-20,
Q069,Q,75,50.7418047505,-111.5011894705,464637,5621233,669.7,FM 6-22,DPF,670.501159667969,Contact 199,671.248474121094,-0.747314453125,,,DPF1,Y,Y,Y,,Lambeosaurinae,G. F. Sternberg,,Y,,2000-07-23,
Q070,Q,70,50.7366704199,-111.5113946434,463913,5620667,693.9,GSC 21,DPF,693.646789550781,Contact 155,662.1328,31.513989550781,,,DPF4,Y,Y,Y,,Chasmosaurinae,C. M. Sternberg,,Y,,1998-07-20,
Q071,Q,71,50.7366632909,-111.5109694288,463943,5620666,693.5,GSC 22,DPF,692.955749511719,Contact 155,662.1328,30.822949511719,,,DPF4,Y,Y,Y,,Lambeosaurus clavinitialis,C. M. Sternberg,,Y,1998-07-20,2005-06-30,
Q072,Q,88,50.7549155317,-111.484388277,465832,5622683,657.9,GSC 23,Oldman,658.03857421875,Contact 214,661.61,-3.91,,,Oldman,Y,Y,Y,,Daspletosaurus torosus (holotype),C. M. Sternberg,,Y,,2000-10-12,
Q073,Q,51,50.7259752363,-111.5589677579,460547,5619502,701.4,,DPF,701.044982910156,Contact 190,668.9937,32.051282910156,,,DPF4,Y,Y,Y,,Hadrosauridae (South Sandhill hadrosaur),,,Y,Summer 1998,2001-07-10,
Q074,Q,50,50.7272457304,-111.5640551676,460189,5619646,708.4,GSC 24,DPF,708.106079101562,Contact 190,668.9937,39.1123791015621,,,DPF4,Y,Y,Y,,Gorgosaurus libratus,C. M. Sternberg,,Y,,1999-08-27,
Q076,Q,110,50.7863906521,-111.3631091173,474404,5626134,699.6,GSC 25,DPF,699.664916992188,Contact 100,658.422424316406,37.5,,,DPF5,Y,Y,Y,,Indeterminate saurolophine (reconstructed as Prosaurolophus),C. M. Sternberg,,Y,,2000-10-16,
Q077,Q,111,50.787777814,-111.3623821581,474456,5626288,668.9,GSC 26,DPF,670.071411132812,Contact 076,655.748840332031,11.91,,,DPF2,Y,Y,Y,,Gryposaurus incurvimanus,C. M. Sternberg,,Y,,2000-10-16,
Q078,Q,5,50.8224687507,-111.5989768569,457810,5630255,669.1,,DPF,668.232360839844,Contact 017,648.4369,19.7954608398439,,,DPF3,Y,Y,Y,,Chasmosaurus sp.,W. E. Cutler,,Y,,1998-07-14,
Q079,Q,6,50.8215543295,-111.600171899,457725,5630153,667.3,,DPF,666.825012207031,Contact 017,648.4369,18.388112207031,,,DPF2,Y,Y,Y,,Not identified,,,Y,2003-06-03,1998-07-14,
Q080,Q,105,50.7519685821,-111.4059230166,471365,5622322,664.5,,DPF,664.315246582031,Contact 087,654.286865234375,10.028381347656,,,DPF1,Y,Y,Y,,Scolosaurus cutleri (holotype),W. E. Cutler,,N,,2013-07,
Q080a,Q,,50.7526144737,-111.406382235,471333,5622394,668.2,,DPF,660.931518554688,Contact 087,654.286865234375,6.64465332031296,,,,Y,Y,Y,,Scolosaurus type alternate locality,D. Tanke,2012-07-07,N,,,
Q081,Q,107,50.7582740776,-111.3976694195,471951,5623020,664.5,GSC 27,DPF,665.229919433594,Contact 162,662.910339355469,2.319580078125,,,DPF1,Y,Y,Y,,Centrosaurus apertus,C. M. Sternberg,,Y,,2001-08-02,
Q082,Q,108,50.7596417596,-111.4000771142,471782,5623173,675.9,GSC 28,DPF,676.103332519531,Contact 162,662.910339355469,13.192993164062,,,DPF2,Y,Y,Y,,Corythosaurus casuarius,C. M. Sternberg,,Y,,1998-08-18,
Q083,Q,104,50.7523634373,-111.4138366018,470807,5622369,660,GSC 29,DPF,659.2685546875,Contact 087,654.286865234375,4.981689453125,,,DPF1,Y,Y,Y,,Centrosaurus apertus,C. H. Sternberg,,Y,,2003-05-27,
Q084,Q,44,50.7455859124,-111.5651968077,460124,5621686,688.5,UA 4,DPF,688.086547851562,Contact 121,659.810424804688,28.2761230468741,,,DPF3,Y,Y,Y,,Parasaurolophus walkeri,G. F. Sternberg,,Y,,2002-05-18,
Q085,Q,81,50.7479175456,-111.4890503837,465498,5621907,681.3,GSC 30,DPF,681.400390625,Contact 217,662.5041,18.896290625,,,DPF2,Y,Y,Y,,Lambeosaurinae,C. H. Sternberg,,Y,1998-08-10,2005-06-30,
Q086,Q,82,50.7465801574,-111.4905814404,465389,5621759,693.7,GSC 31,DPF,693.284606933594,Contact 217,662.5041,30.780506933594,,,DPF4,Y,Y,Y,,Prosaurolophus maximus,C. H. Sternberg,,Y,,2005-06-30,
Q087,Q,47,50.7366125777,-111.5459718013,461473,5620678,704.8,GSC 32,DPF,705.473022460938,Contact 187,667.9216,37.5514224609379,,,DPF4,Y,Y,Y,,Lambeosaurus lambei,C. M. Sternberg,,Y,,2002-05-18,
Q088,Q,53,50.7409406848,-111.5298370926,462615,5621151,669.6,,DPF,668.914123535156,Contact 168,661.560546875,4.825,,,DPF1,Y,Y,Y,,Not identified,,,Y,1998-08-10,2005-06-27,
Q089,Q,60,50.7630009134,-111.5033300582,464502,5623591,655.2,AM 3,DPF,655.250854492188,Contact 039,653.4052734375,1.84558105468795,,,DPF1,Y,Y,Y,,Scolosaurus cutleri,B. Brown,,Y,,2000-10-12,
Q090,Q,59,50.7628927584,-111.5033856144,464498,5623579,656.1,AM 4,DPF,655.463073730469,Contact 039,653.4052734375,2.05780029296898,,,DPF1,Y,Y,Y,,Gorgosaurus libratus,B. Brown,,Y,,2000-10-12,
Q091,Q,65,50.7499685747,-111.5160330695,463596,5622148,662.7,GSC 33,DPF,661.720275878906,Contact 224,660.6846,1.831,,,DPF1,Y,Y,Y,,Centrosaurus apertus,C. M. Sternberg,,Y,,2005-06-24,
Q092,Q,61,50.7550837221,-111.5061939115,464294,5622712,672.2,,DPF,672.136047363281,Contact 150,661.480590820312,10.655456542969,,,,,Y,,,Not identified,,,Y,1999-08-24,2001-10-20,
Q093,Q,63,50.7500560707,-111.504254378,464427,5622152,681.3,,DPF,674.053771972656,Contact 083,657.2258,21,,,,,Y,,,Not identified,,,N,,,
Q094,Q,77,50.7410266956,-111.5022724512,464560,5621147,691.8,x,DPF,691.52880859375,Contact 225,671.8,19.72880859375,,,,,Y,,,Not identified,,,Y,,1998-07-16,
Q095,Q,78,50.7423062736,-111.4995791101,464751,5621288,677.9,,DPF,677.782287597656,Contact 199,671.248474121094,10,,,DPF1,Y,Y,Y,,Hadrosauridae tail,Field Museum 1922,,Y,,1999-08-01,
Q096,Q,90,50.7636431149,-111.4876403815,465609,5623655,662.1,x,DPF,661.831970214844,Contact 116,659.519714355469,7,,,,,Y,,,Not identified,,,Y,2003-05-31,2000-10-13,
Q097,Q,89,50.7599447557,-111.4860281583,465720,5623243,664.5,x,DPF,664.178588867188,Contact 116,659.519714355469,8,,,DPF1,Y,Y,Y,,Hadrosauridae cf. Gryposaurus,unknown,,Y,2003-05-31,2001-08-03,
Q098,Q,80,50.7436906897,-111.4826141747,465949,5621434,699.4,U157,DPF,699.018188476562,Contact 223,663.111,35.9071884765621,,,DPF4,Y,Y,Y,,Chasmosaurus,C. M. Sternberg,,Y,2003-06-03,1999-08-09,
Q099,Q,,50.7516114104,-111.4765575238,466382.879,5622310.885,677,,DPF,674.898193359375,Contact 218,665.7163,9.18189335937495,,,DPF2,Y,Y,Y,,Gryposaurus,W. A. Parks,2010-05-27,,2009-06-10,2007-06-08,
Q099A,Q,91,50.7519162888,-111.4767732567,466367,5622346,674.5,x,DPF,674.458312988281,Contact 218,665.7163,16,,,,,Y,,,Not identified,,2010-05-27,Y,2003-06-03,2000-10-12,
Q100,Q,7,50.8165005104,-111.6053594283,457355,5629594,652.3,AM 5,DPF,652.614196777344,Contact 021,649.226989746094,3.38720703125,,,DPF1,Y,Y,Y,,Euoplocephalus tutus,B. Brown,,Y,,2000-07-25,
Q101,Q,45,50.7417483805,-111.5628262727,460288,5621258,686.3,AM 6,DPF,686.210266113281,Contact 121,659.810424804688,26.3998413085931,,,DPF3,Y,Y,Y,,Panoplosaurus mirus,B. Brown,,Y,,1998-08-11,
Q102,Q,66,50.7469165646,-111.5127252487,463827,5621807,676.7,GSC 34,DPF,676.119506835938,Contact 182,667.899047851562,8.22045898437591,,,DPF2,Y,Y,Y,,Centrosaurus apertus,C. M. Sternberg,,Y,,1998-08-20,
Q103,Q,58,50.7562208958,-111.5134932262,463780,5622842,659.4,GSC 35,Oldman,645.522644042969,Contact 150,661.480590820312,-15.9579467773431,,,Oldman,Y,Y,Y,,Brachylophosaurus canadensis,C. M. Sternberg,,Y,,2005-06-24,
Q104,Q,62,50.7561226483137,-111.505748487656,464326.209,5622827.312,675.22,GSC 36,DPF,674.976623535156,Contact 150,661.480590820312,13.496032714844,,,DPF2,Y,Y,Y,,Lambeosaurinae,C. M. Sternberg,,N,,2001-10-20,
Q105,Q,43,50.7455859124,-111.5651968077,460124,5621686,688.7,AM 7,DPF,688.086547851562,Contact 121,659.810424804688,28.2761230468741,,,DPF3,Y,Y,Y,,Centrosaurus apertus,B. Brown,,Y,,1997-08-13,
Q106,Q,57,50.7438595369,-111.5247250847,462978,5621473,665.7,AM 8,DPF,665.073608398438,Contact 236,665.210754394531,0.755,,,DPF1,Y,Y,Y,,Gorgosaurus libratus,W. E. Cutler?,,Y,1998-08-04,2005-06-27,
Q107,Q,56,50.7440298052,-111.5228560909,463110,5621491,670.1,,DPF,669.779357910156,Contact 235,663.425842285156,7,,,DPF1,Y,Y,Y,,Lambeosaurinae; quarry searched unsuccessfully 1999-07-20,C. M. Sternberg,,N,,,
Q108,Q,46,50.7449763498,-111.5591939665,460547,5621615,706.7,GSC 38,DPF,706.735900878906,Contact 141,661.349914550781,45.385986328125,,,DPF5,Y,Y,Y,,Lambeosaurus magnicristatus (holotype),C. M. Sternberg,,Y,,2002-05-18,
Q109,Q,42,50.7470270262,-111.5665890743,460027,5621847,684.6,GSC 39,DPF,683.677795410156,Contact 112,659.309265136719,24.368530273437,,,DPF3,N,Y,Y,,Centrosaurus apertus,C. M. Sternberg,,Y,,2002-05-18,
Q110,Q,41,50.7466902359,-111.5711066064,459708,5621812,684.5,GSC 40,DPF,684.723327636719,Contact 099,658.619323730469,26.10400390625,,,DPF3,Y,Y,Y,,Chasmosaurus sp.,C. M. Sternberg,,Y,,1998-08-11,
Q111,Q,84,50.7494403592,-111.4926100197,465248,5622078,667.3,AM 9,DPF,667.336975097656,Contact 217,662.5041,4.83287509765603,,,DPF1,Y,Y,Y,,Corythosaurus casuarius,B. Brown,,Y,1998-07-20,2000-10-12,
Q112,Q,67,50.7431967207,-111.5140310781,463732,5621394,666.1,,DPF,664.703369140625,Contact 238,660.914184570312,1,,,DPF1,Y,Y,Y,,Caenagnathus collinsi (holotype),C. M. Sternberg,,Y,2000-07-25,2000-08-19,
Q113,Q,,50.743746903,-111.5237742096,463045,5621460,666.1,UT 113,DPF,665.224426269531,Contact 235,663.425842285156,1.688,,,DPF1,Y,Y,Y,,Leidyosuchus canadensis,R. R. Hornell,1958-07-14,Y,,2005-06-27,
Q114,Q,,50.7381108269,-111.4836338706,465873,5620814,714.6,UT 114,DPF,714.208129882812,Contact 201,670.5576,43.6505298828121,,,DPF5,Y,Y,Y,,Prosaurolophus maximus,R. R. Hornell,1958-07-10,Y,,2000-10-13,
Q115,Q,,50.735448649,-111.5192461701,463358,5620535,687.6,UT 115,DPF,687.390747070312,Contact 195,669.764,17.626747070312,,,DPF2,N,Y,Y,,Corythosaurus casuarius,R. R. Hornell,1958-10-07,Y,,2003-05-23,
Q116,Q,,50.748802376,-111.4684776724,466950,5621996,707.3,UT 116,DPF,707.454223632812,Contact 222,665.3928,42.0614236328121,,,DPF4,Y,Y,Y,,Prosaurolophus maximus,G. Edmund,,Y,1954-09-02,2000-10-12,
Q117,Q,,50.7517740875,-111.4763607146,466396,5622330,673.5,UT 117,DPF,674.549987792969,Contact 218,665.7163,8.83368779296893,,,DPF1,Y,Y,Y,,Corythosaurus casuarius,R. R. Hornell,,Y,1954-09-02,2000-10-12,
Q118,Q,,50.7433351015,-111.5193333881,463358,5621412,673.1,UT 118,DPF,672.259948730469,Contact 234,663.029479980469,5.139,,,DPF1,Y,Y,Y,,Gryposaurus notabilis,R. R. Hornell,,Y,,2005-06-27,
Q119,Q,,50.7264424386,-111.559058326,460541,5619554,708.1,CMN 119,DPF,707.965576171875,Contact 190,668.9937,38.971876171875,,,DPF4,Y,Y,Y,,Champsosaurus lindoei,G. E. Lindblad,,Y,,2003-06-24,
Q120,Q,,50.7296143777,-111.5577216724,460638,5619906,680,CMN 120,DPF,679.799987792969,Contact 190,668.9937,10.806287792969,,,DPF2,Y,Y,Y,,Hadrosauridae,G. E. Lindblad,,Y,,2003-06-24,
Q121,,,,,,,,CMN 121,DPF,NA,NA,NA,NA,,,,,Y,,,Ankylosauridae,G. E. Lindblad,,,1953,,
Q122,,,,,,,,CMN 122,DPF,NA,NA,NA,NA,,,,,Y,,,Leidyosuchus canadensis,G. E. Lindblad,,,1954,,
Q123,,,,,,,,CMN 123,DPF,NA,NA,NA,NA,,,,,Y,,,Corythosaurus casuarius,G. E. Lindblad,,,1953,,
Q124,Q,,50.7946379535,-111.5753088766,459453,5627146,669.8,U156,DPF,670.282653808594,Contact 025,650.900634765625,24,,,DPF3,Y,Y,Y,,Previously identified as Styracosaurus; more likely Centrosaurus now,C. H. Sternberg,,N,,2003-07-27,
Q125,Q,,50.7524761661,-111.5040252111,464445,5622421,665,x,DPF,665.190124511719,Contact 083,657.2258,7.96432451171893,,,DPF1,Y,Y,Y,,Hadrosauridae,C. M. Sternberg,,N,,2000-10-12,
Q126,Q,,50.7640520921,-111.4972725102,464930,5623705,657.5,x,DPF,658.187683105469,Contact 019,648.308288574219,9.87939453125,,,DPF1,Y,Y,Y,,Hadrosauridae,C. M. Sternberg,1958-06-25,N,,2000-10-12,
Q127,Q,,50.7654754251,-111.49880485,464823,5623864,645.7,x,Oldman,645.640014648438,Contact 022,649.296936035156,-3.65692138671807,,,Oldman,Y,Y,Y,,Ceratopsidae,C. M. Sternberg,1958-07-16,N,,2005-06-24,
Q128,Q,,50.7418095362,-111.5021674435,464568,5621234,689.1,x,DPF,688.629943847656,Contact 199,671.248474121094,17.381469726562,,,DPF2,Y,Y,Y,,Corythosaurus intermedius,R. Fowler,,Y,,2005-06-24,
Q129,Q,,50.779582587,-111.4952244664,465086,5625431,663.3,x,DPF,663.052001953125,Contact 054,654.833251953125,8.21875,,,DPF2,Y,Y,Y,,Champsosaurus lindoei (holotype),A. Lindoe,,Y,1981-10-05,2001-10-24,
Q130,Q,,50.8126144644,-111.6310291854,455543,5629177,678,x,DPF,NA,Contact 021,649.226989746094,28.773010253906,,,DPF4,N,Y,N,BB102,Alphadon praesagus,J. Colwell Danis,,Y,1981-10-07,2003-05-22,
Q131,Q,,50.7908072013,-111.6123625227,456838,5626741,683.5,x,DPF,NA,Contact 009,646.088317871094,37.411682128906,,,DPF5,N,Y,N,,Leidyosuchus canadensis,J. Colwell Danis,,Y,1981-10-17,2003-05-22,
Q132,Q,,50.8185272747,-111.5853124376,458769,5629808,666,U141,DPF,666.001831054688,Contact 017,648.4369,17.5649310546879,,,DPF2,Y,Y,Y,,Hadrosauridae (plus theropod),D. Brinkman,2002-06-21,Y,2003-06-10,1998-08-13,
Q133,Q,,50.8127760752,-111.3264513404,477001,5629056,699.9,x,DPF,NA,NA,NA,NA,,,DPF4,N,Y,N,,Stenonychosaurus inequalis (holotype),I. Vanderloh,,Y,1988-06-17,2003-06-15,
Q134,Q,,50.7432490612,-111.5103040942,463995,5621398,673.5,x,DPF,673.519592285156,Contact 155,662.1328,11.386792285156,,,DPF2,Y,Y,Y,,Parasaurolophus skull,J. McCabe,,Y,1990-06-26,2005-06-30,
Q135,Q,,50.7508090443,-111.4900586199,465429,5622229,665.3,x,DPF,664.665893554688,Contact 217,662.5041,2.16179355468796,,,DPF1,Y,Y,Y,,Centrosaurus apertus,L. Kristalka,,Y,1981-10-16,2000-10-12,
Q136,Q,,50.8160828021,-111.5795895718,459170,5629533,668.1,x,DPF,667.902526855469,Contact 017,648.4369,19.4656268554689,,,DPF2,Y,Y,Y,,Centrosaurus apertus,R. C. Fox,,Y,1981-10-01,2003-05-21,
Q137,Q,,50.7432239482,-111.5139746834,463736,5621397,665,x,DPF,664.993774414062,Contact 238,660.914184570312,4.07958984375,,,DPF1,Y,Y,Y,,Gryposaurus incurvimanus,Field Museum  1922,,Y,1999-08-24,2000-08-19,
Q138,Q,,50.7421427536,-111.5164714485,463559,5621278,669.6,x,DPF,668.814270019531,Contact 238,660.914184570312,2.061,,,DPF1,Y,Y,Y,,Gorgosaurus libratus,Field Museum  1922,,Y,1999-08-24,2005-06-27,
Q139,Q,,50.7486118742,-111.488604023,465530,5621984,679.5,x,DPF,678.833740234375,Contact 217,662.5041,16.329640234375,,,DPF2,Y,Y,Y,,Pterosaur,H. Johnson,,Y,,2005-06-30,
Q140,Q,,50.8174758805,-111.597578588,457904,5629698,666.1,x,DPF,665.015808105469,Contact 017,648.4369,16.5789081054689,,,DPF2,Y,Y,Y,,Saurornitholestes langstoni (holotype),I. Vanderloh,,Y,1981-09-22,2002-06-24,
Q141,Q,,50.7333619221,-111.5657156892,460077,5620327,688.1,x,DPF,686.88720703125,Contact 139,660.815246582031,26.071960449219,,,DPF2,Y,Y,Y,,Leidyosuchus canadensis,L. J. Strong,,Y,1981-09-23,1999-07-28,
Q142,Q,,50.8389482194,-111.5963331515,458011,5632085,655,,DPF,NA,Contact 017,648.4369,6.56309999999996,,,DPF1,N,Y,Y,,Judithemys skeleton,L. J. Strong,,Y,1981-10-09,2003-05-22,
Q143,,,50.753945689,-111.4840522088,465855,5622575,663.76,BB043,DPF,672.560668945312,Contact 215,657.065979003906,15.494689941406,,,DPF2,Y,Y,Y,BB043,Bonebed 043 quarry stake,B. Brown,Summer 1913,Y,1988-06-14,2005-06-30,
Q144,Q,,50.8125263071,-111.6307015301,455566,5629167,678.1,,DPF,NA,Contact 021,649.226989746094,28.873010253906,,,DPF4,N,Y,N,BB102,Stenonychosaurus inequalis,J. Acorn,1983-06-26,Y,1981-10-15,2002-07-20,
Q145,Q,,50.7463907108,-111.4885809042,465530,5621737,699.2,,DPF,698.726379394531,Contact 217,662.5041,36.222279394531,,,DPF4,Y,Y,Y,BB002,Chirostenotes pergracilis,G. L. P. Danis,1983-08-08,Y,1981-09-19,2005-06-30,
Q146,Q,,50.755135364,-111.5290049596,462685,5622729,686.5,x,DPF,686.699890136719,Contact 114,659.246887207031,27.453002929688,,,DPF3,Y,Y,Y,,Lambeosaurinae,J. Hancharuk,Summer 1977,Y,1981-10-09,2000-10-13,
Q147,Q,,50.7460571573,-111.4909161523,465365,5621701,691.9,,DPF,691.587707519531,Contact 201,670.5576,21.030107519531,,,DPF1,Y,Y,Y,,Pterosaur,D. Ost,,Y,1981-10-03,2001-07-02,
Q148,Q,,50.7522201623,-111.4085619076,471179,5622351,667.4,x,DPF,666.90234375,Contact 087,654.286865234375,12.615478515625,,,DPF1,Y,Y,Y,,Centrosaurus apertus,Pierre Beland,1983-06-24,Y,1981-10-04,2002-07-19,
Q149,Q,,50.7531696193,-111.4781610804,466270,5622486,670.3,,DPF,670.908508300781,Contact 218,665.7163,5.19220830078098,,,DPF1,Y,Y,Y,,Gryposaurus incurvimanus,G. Naylor,,Y,1981-10-17,2000-10-12,
Q150,Q,,50.7453317798,-111.500773561,464669,5621625,678.6,U004,DPF,678.638916015625,Contact 177,666.0112,12.627716015625,,,DPF1,Y,Y,Y,,Corythosaurus casuarius,G. Forsen?,1976?,Y,1981-09-20,2000-10-12,
Q151,Q,,50.750607327,-111.4823592547,465972,5622203,677.6,,DPF,676.594116210938,Contact 223,663.111,13.483116210938,,,DPF2,Y,Y,Y,,Saurornitholestes langstoni,P. Dodson,1984-06-24,Y,1981-10-15,2005-06-30,
Q152,Q,,50.8124715095,-111.6308569285,455555,5629161,677.1,,DPF,NA,BB102 (Eberth 1990),NA,37,,,DPF4,N,Y,N,BB102,Plesiosaur,P. J. Currie,,Y,1981-09-21,2003-05-22,
Q153,Q,,50.8119730397,-111.5903545707,458408,5629082,680.3,,DPF,682.142639160156,Contact 011,647.2424,34.9002391601561,,,DPF4,Y,Y,Y,,Champsosaurus lindoei,L. J. Strong,,Y,1981-10-14,2003-05-21,
Q154,Q,,50.817692608,-111.6298909766,455628,5629741,659.7,,DPF,NA,Contact 021,649.226989746094,10.4730102539061,,,DPF2,N,Y,N,,Ornithomimidae,G. L. P. Danis,,Y,1981-10-03,1998-08-21,
Q155,Q,,50.7627797283,-111.4833351377,465912,5623557,662,,DPF,661.926391601562,Contact 116,659.519714355469,4,,,,,Y,,,theropod footprint,P. J. Currie,Summer 1980,Y,1981-10-02,2003-05-24,
Q155A,Q,,50.7626983253,-111.4834477318,465904,5623548,662.1,,DPF,662.746215820312,Contact 116,659.519714355469,3.22650146484307,,,,,Y,,,,,2010-05-27,,,2003-05-24,
Q155B,Q,,50.7623580184,-111.4831039296,465928,5623510,656.9,,DPF,657.058410644531,Contact 116,659.519714355469,-2.46130371093795,,,,,Y,,,,D. Tanke,2010-05-27,N,,2003-05-24,
